A-bomb,Атомная бОмба,ˈeɪbɔm
electrophone,систЕма радиовещАния по проводАм,ɪˈlektrəfəun
electropositive,электроположИтельный,ɪˈlektrəuˈpɔzətɪv
electroscope,электроскОп,ɪˈlektrəskəup
electrostatics,как,ɪˈlektrəuˈstætɪks
electrotherapy,электротерапИя,ɪˈlektrəuˈθerəpɪ
electrotype,гальваноплАстика,ɪˈlektrəutaɪp
electrotype,гальвАно,ɪˈlektrəutaɪp
electuary,электуАрий,ɪˈlektjuərɪ
eleemosynary,благотворИтельный,ˌelɪi:ˈmɔsɪnərɪ
eleemosynary,живУщий мИлостыней,ˌelɪi:ˈmɔsɪnərɪ
elegance,элегАнтность,ˈelɪgəns
elegancy,элегАнтность,ˈelɪgənsɪ
elegant,человЕк с претЕнзиями на элегАнтность,ˈelɪgənt
elegiac,элегИческие стихИ,ˌelɪˈdʒaɪək
elegy,элЕгия,ˈelɪdʒɪ
element,элемЕнт,ˈelɪmənt
element,стихИя,ˈelɪmənt
elemental,стихИйный,ˌelɪˈmentl
elemental,основнОй,ˌelɪˈmentl
elemental,образУющий составнУю часть,ˌelɪˈmentl
elementary,первоначАльный,ˌelɪˈmentərɪ
elementary,первИчный,ˌelɪˈmentərɪ
elephant,слон,ˈelɪfənt
elephant,формАт бумАги,ˈelɪfənt
elephantiasis,слонОвая болЕзнь,ˌelɪfənˈtaɪəsɪs
elephantine,слонОвый,ˌelɪˈfæntaɪn
elephantine,слоноподОбный,ˌelɪˈfæntaɪn
eleusinian mysteries,элевсИнии,ˌelju:ˈsɪnɪənˈmɪstərɪz
elevate,поднимАть,ˈelɪveɪt
elevate,повышАть,ˈelɪveɪt
elevate,облагорАживать,ˈelɪveɪt
elevation,поднЯтие,ˌelɪˈveɪʃən
elevation,велИчие,ˌelɪˈveɪʃən
elevation,пригОрок,ˌelɪˈveɪʃən
elevator,грузоподъЁмник,ˈelɪveɪtə
elevator operator,лифтЁр,ˈelɪveɪtəˌɔpəreɪtə
elf,кАрлик,elf
elf,прокАзник,elf
elf-bolt,кремнЁвый наконЕчник стрелЫ,ˈelfbəult
elf-lock,спУтанные вОлосы,ˈelflɔk
elicit,извлекАть,ɪˈlɪsɪt
elicit,допЫтываться,ɪˈlɪsɪt
elicit,дЕлать вЫвод,ɪˈlɪsɪt
elide,выпускАть,ɪˈlaɪd
eligibility,прАво на избрАние,ˌelɪdʒəˈbɪlɪtɪ
eligibility,приЕмлемость,ˌelɪdʒəˈbɪlɪtɪ
eligible,могУщий быть Избранным,ˈelɪdʒəbl
eliminate,устранЯть,ɪˈlɪmɪneɪt
eliminate,уничтожАть,ɪˈlɪmɪneɪt
eliminate,игнорИровать,ɪˈlɪmɪneɪt
elision,элИзия,ɪˈlɪʒən
elite,элИта,eɪˈli:t
elixir,элексИр,ɪˈlɪksə
elixir,панацЕя,ɪˈlɪksə
elk,лось,elk
ell,крылО дОма,el
ellipsis,Эллипсис,ɪˈlɪpsɪs
elm,вяз,elm
elocution,орАторское искУсство,ˌeləˈkju:ʃən
elocution,дИкция,ˌeləˈkju:ʃən
elongation,удлинЕние,ˌi:lɔŋˈgeɪʃən
elongation,продлЕние,ˌi:lɔŋˈgeɪʃən
elope,сбежАть,ɪˈləup
elope,скрЫться,ɪˈləup
elopement,тайное бЕгство,ɪˈləupmənt
eloquence,краснорЕчие,ˈeləukwəns
eloquent,красноречИвый,ˈeləukwənt
eloquent,выразИтельный,ˈeləukwənt
elucidate,объяснЯть,ɪˈlu:sɪdeɪt
elucidation,разъяснЕние,ɪˌlu:sɪˈdeɪʃən
elucidative,объяснИтельный,ɪˈlu:sɪdeɪtɪv
elude,избегАть,ɪˈlu:d
elude,не приходИть на ум,ɪˈlu:d
elusion,увЁртка,ɪˈlu:ʒən
elusive,неуловИмый,ɪˈlu:sɪv
elusory,легкО ускользАющий,ɪˈlu:sərɪ
eluvium,элЮвий,ɪˈlju:vɪəm
elver,молодОй Угорь,ˈelvə
elvish,волшЕбный,ˈelvɪʃ
elvish,мАленький,ˈelvɪʃ
elvish,прокАзливый,ˈelvɪʃ
Elysium,элИзиум,ɪˈlɪzɪəm
Elzevir,эльзевИр,ˈelzɪvɪə
em,назвАние бУквы М,em
emaciate,истощАть,ɪˈmeɪʃɪeɪt
emaciation,истощЕние,ɪˌmeɪsɪˈeɪʃən
emanate,исходИть,ˈeməneɪt
emanate,происходИть,ˈeməneɪt
emanation,эманАция,ˌeməˈneɪʃən
emancipate,освобождАть,ɪˈmænsɪpeɪt
emancipation,освобождЕние,ɪˌmænsɪˈpeɪʃən
emancipationist,сторОнник эмансипАции,ɪˌmænsɪˈpeɪʃənɪst
emancipist,бЫвший кАторжник,ɪˈmænsɪpɪst
emasculation,кастрАция,ɪˌmæskjuˈleɪʃən
emasculation,выхолАщивание,ɪˌmæskjuˈleɪʃən
emasculation,бессИлие,ɪˌmæskjuˈleɪʃən
embalm,бальзамИровать,ɪmˈbɑ:m
embalm,сохранЯть от забвЕния,ɪmˈbɑ:m
embalm,наполнЯть благоухАнием,ɪmˈbɑ:m
embalmment,бальзамИрование,ɪmˈbɑ:mmənt
embank,защищАть нАсыпью,ʌɪmˈbæŋk
embank,заключАть рЕкУ в кАменную нАбережную,ʌɪmˈbæŋk
embankment,дАмба,ɪmˈbæŋkmənt
embankment,нАбережная,ɪmˈbæŋkmənt
embark,грузИть,ɪmˈbɑ:k
embark,начинАть,ɪmˈbɑ:k
embark,отпрАвиться на кораблЕ,ɪmˈbɑ:k
embarkation,посАдка,ˌembɑ:ˈkeɪʃən
embarkation,груз,ˌembɑ:ˈkeɪʃən
embarrass,затруднЯть,ɪmˈbærəs
embarrass,смущАть,ɪmˈbærəs
embarrassment,затруднЕние,ɪmˈbærəsmənt
embarrassment,замешАтельство,ɪmˈbærəsmənt
embarrassment,запУтанность,ɪmˈbærəsmənt
embassy,посОльство,ˈembəsɪ
embay,вводИть в залИв,ɪmˈbeɪ
embay,запирАть,ɪmˈbeɪ
embay,изрЕзывать,ɪmˈbeɪ
embed,вставлЯть,ɪmˈbed
embed,запечатлЕться,ɪmˈbed
embed,внедрЯть,ɪmˈbed
embellish,украшАть,ɪmˈbelɪʃ
embellishment,украшЕние,ɪmˈbelɪʃmənt
embellishment,приукрАшивание,ɪmˈbelɪʃmənt
ember,послЕдние крАсные уголькИ,ˈembə
ember,католИческой цЕркви,ˈembə
ember-goose,гагАра полЯрная,ˈembəgu:s
embezzle,присвАивать,ɪmˈbezl
embezzlement,растрАта,ɪmˈbezlmənt
embitter,озлоблЯть,ɪmˈbɪtə
embitter,отравлЯть,ɪmˈbɪtə
emblazon,распИсывать герб,ɪmˈbleɪzən
emblazon,превозносИть,ɪmˈbleɪzən
emblematic,символИческий,ˌemblɪˈmætɪk
emblematical,символИческий,ˌemblɪˈmætɪkəl
emblematize,служИть эмблЕмой,emˈblemətaɪz
embodied,воплощЁнный,ɪmˈbɔdɪd
embodiment,воплощЕние,ɪmˈbɔdɪmənt
embodiment,объединЕние,ɪmˈbɔdɪmənt
embody,воплощАть,ɪmˈbɔdɪ
embody,осуществлЯть,ɪmˈbɔdɪ
embody,заключАть в себЕ,ɪmˈbɔdɪ
embody,объединЯть,ɪmˈbɔdɪ
embolden,ободрЯть,ɪmˈbəuldən
embolden,поощрЯть,ɪmˈbəuldən
embolism,эмболИя,ˈembəlɪzm
embonpoint,полнотА,ˌɔ:mbɔmˈpwæŋ
embosom,обнимАть,ɪmˈbuzəm
embosom,окружАть,ɪmˈbuzəm
emboss,выбивАть,ɪmˈbɔs
emboss,лепИть рельЕф,ɪmˈbɔs
embouchure,Устье,ˌɔmbuˈʃuə
embouchure,вход,ˌɔmbuˈʃuə
embowel,потрошИть,ɪmˈbauəl
embower,окружАть,ɪmˈbauə
embracery,незакОнное давлЕние на судьЮ,ɪmˈbreɪsərɪ
embracery,присЯжных,ɪmˈbreɪsərɪ
embranchment,ответвлЕние,ɪmˈbrɑ:ntʃmənt
embranchment,разветвлЕние,ɪmˈbrɑ:ntʃmənt
embrittle,дЕлать лОмким,emˈbrɪtl
embrittle,хрУпким,emˈbrɪtl
embrocate,растирАть жИдкой мАзью,ˈembrəukeɪt
embrocate,класть припАрки,ˈembrəukeɪt
embrocation,растирАние,ˌembrəuˈkeɪʃən
embrocation,жИдкая мазь,ˌembrəuˈkeɪʃən
embroider,вышивАть,ɪmˈbrɔɪdə
embroider,расцвЕчивать,ɪmˈbrɔɪdə
embroidery,вышивАние,ɪmˈbrɔɪdərɪ
embroidery,вЫшивка,ɪmˈbrɔɪdərɪ
embroidery,украшЕние,ɪmˈbrɔɪdərɪ
embroidery,прикрАсы,ɪmˈbrɔɪdərɪ
embroil,запУтывать,ɪmˈbrɔɪl
embroil,впУтывать,ɪmˈbrɔɪl
embroil,ссОрить,ɪmˈbrɔɪl
embroilment,пУтаница,ɪmˈbrɔɪlmənt
embroilment,ссОра,ɪmˈbrɔɪlmənt
embrown,придавАть корИчневый,ɪmˈbraun
embrown,бУрый оттЕнок,ɪmˈbraun
embryology,эмбриолОгия,ˌembrɪˈɔlədʒɪ
embryonic,эмбрионАльный,ˌembrɪˈɔnɪk
embus,сажАть,ɪmˈbʌs
emend,изменЯть,i:ˈmend
emend,исправлЯть,i:ˈmend
emendate,изменЯть,ˈi:mendeɪt
emendate,исправлЯть,ˈi:mendeɪt
emendation,изменЕние,ˌi:menˈdeɪʃən
emendation,исправлЕние тЕкста,ˌi:menˈdeɪʃən
emerge,появлЯться,ɪˈmə:dʒ
emerge,выяснЯться,ɪˈmə:dʒ
emergence,вЫход,ɪˈmə:dʒəns
emergency,непредвИденный слУчай,ɪˈmə:dʒənsɪ
emergency,критИческое положЕние,ɪˈmə:dʒənsɪ
emergency,неприкосновЕнный запАс,ɪˈmə:dʒənsɪ
emergent,неожИданно появлЯющийся,ɪˈmə:dʒənt
emersion,всплЫтие,i:ˈmə:ʃən
emery,наждАк,ˈemərɪ
emery-cloth,наждАчное полотнО,ˈemərɪklɔθ
emery-paper,наждАчная бумАга,ˈemərɪˌpeɪpə
emery-wheel,точИло,ˈemərɪwi:l
emetine,эметИн,ˈemətɪn
emigrate,переселЯть,ˈemɪgreɪt
emigration,переселЕние,ˌemɪˈgreɪʃən
emigratory,переселЯющийся,ˈemɪgrətərɪ
emigre,эмигрАнт,ˈemɪgreɪ
eminence,высотА,ˈemɪnəns
eminence,высОкое положЕние,ˈemɪnəns
eminent,возвЫшенный,ˈemɪnənt
eminent,выдаЮщийся,ˈemɪnənt
emir,эмИр,eˈmɪə
emissary,эмиссАр,ˈemɪsərɪ
emissary,шпиОн,ˈemɪsərɪ
emission,выделЕние,ɪˈmɪʃən
emissive,выделЯющий,ɪˈmɪsɪv
emit,испускАть,ɪˈmɪt
emit,издавАть,ɪˈmɪt
emit,выбрАсывать,ɪˈmɪt
emmet,муравЕй,ˈemɪt
emotion,душЕвное волнЕние,ɪˈməuʃən
emotion,чУвство,ɪˈməuʃən
emotional,эмоционАльный,ɪˈməuʃənl
emotional,взволнОванный,ɪˈməuʃənl
emotional,волнУющий,ɪˈməuʃənl
emotionalism,повЫшенная эмоционАльность,ɪˈməuʃnəlɪzm
emotionality,эмоционАльность,ɪˌməuʃəˈnælɪtɪ
emotive,эмоционАльный,ɪˈməutɪv
emotive,волнУющий,ɪˈməutɪv
empanel,составлЯть спИсок присЯжных,ɪmˈpænl
empathy,сочУвствие,ˈempəθɪ
empennage,хвостовОе оперЕние,emˈpenɪʒ
emperor,имперАтор,ˈempərə
emperor,формАт бумАги,ˈempərə
emphasis,выразительность,
emphasize,придавАть осОбое значЕние,ˈemfəsaɪz
emphasize,дЕлать осОбое ударЕние,ˈemfəsaɪz
emphatic,выразИтельный,ɪmˈfætɪk
emphatic,подчЁркнутый,ɪmˈfætɪk
emphatic,настОйчивый,ɪmˈfætɪk
emphysema,эмфизЕма,ˌemfɪˈsi:mə
empire,БритАнская импЕрия,ˈempaɪə
Empire City,г,ˈempaɪəˈsɪtɪ
Empire State,штат Нью,ˈempaɪəˈsteɪt
empiricism,эмпирИзм,emˈpɪrɪsɪzm
empiricist,эмпИрик,emˈpɪrɪsɪst
emplane,сажАть,ɪmˈpleɪn
employable,трудоспосОбный,ɪmˈplɔɪəbl
employee,слУжащий,ˌemplɔɪˈi:
employer,предпринимАтель,ɪmˈplɔɪə
employer,нанимАтель,ɪmˈplɔɪə
employment,применЕние,ɪmˈplɔɪmənt
empoison,ожесточАть,ɪmˈpɔɪzn
emporium,торгОвый центр,emˈpɔ:rɪəm
empower,уполномОчивАть,ɪmˈpauə
empower,давАть возмОжность,ɪmˈpauə
empress,императрИца,ˈemprɪs
emprise,смЕлое предприЯтие,ɪmˈpraɪz
emptiness,пустотА,ˈemptɪnɪs
empty-handed,с пустЫми рукАми,ˈemptɪˈhændɪd
empty-headed,пустоголОвый,ˈemptɪˈhedɪd
empurple,обагрЯть,ɪmˈpə:pl
emu,Эму,ˈi:mju:
emulate,соревновАться,ˈemjuleɪt
emulate,сопЕрничать,ˈemjuleɪt
emulate,подражАть,ˈemjuleɪt
emulation,соревновАние,ˌemjuˈleɪʃən
emulation,сопЕрничество,ˌemjuˈleɪʃən
emulation,подражАние,ˌemjuˈleɪʃən
emulative,соревновАтельный,ˈemjulətɪv
emulous,соревнУющийся,ˈemjuləs
emulous,жАждущий,ˈemjuləs
emulous,побуждАемый чУвством сопЕрничества,ˈemjuləs
emulsify,дЕлать эмУльсию,ɪˈmʌlsɪfaɪ
emulsion,эмУльсия,ɪˈmʌlʃən
emulsive,эмульсиОнный,ɪˈmʌlsɪv
en,назвАние бУквы,en
enable,давАть возмОжность,ɪˈneɪbl
enable,прАво,ɪˈneɪbl
enable,облегчАть,ɪˈneɪbl
enact,предпИсывать,ɪˈnækt
enact,стАвить на сцЕне,ɪˈnækt
enactment,введЕние закОна в сИлу,ɪˈnæktmənt
enactment,закОн,ɪˈnæktmənt
enamour,возбуждАть любОвь,ɪˈnæmə
encaenia,прАзднование годовщИны,enˈsi:njə
encage,сажАть в клЕтку,ɪnˈkeɪdʒ
encamp,располагАть,ɪnˈkæmp
encampment,лАгерь,ɪnˈkæmpmənt
encampment,расположЕние лАгерем,ɪnˈkæmpmənt
encase,упакОвывать,ɪnˈkeɪs
encase,пОлностью закрывАть,ɪnˈkeɪs
encase,вставлЯть,ɪnˈkeɪs
encasement,обшИвка,ɪnˈkeɪsmənt
encasement,футлЯр,ɪnˈkeɪsmənt
enceinte,берЕменная,ɑ:ŋˈsænt
encephalitis,энцефалИт,ˌenkefəˈlaɪtɪs
enchain,сажАть на цепь,ɪnˈtʃeɪn
enchant,очарОвывать,ɪnˈtʃɑ:nt
enchant,околдОвывать,ɪnˈtʃɑ:nt
enchanter,чародЕй,ɪnˈtʃɑ:ntə
enchantment,очаровАние,ɪnˈtʃɑ:ntmənt
enchantment,колдовствО,ɪnˈtʃɑ:ntmənt
enchantress,чародЕйка,ɪnˈtʃɑ:ntrɪs
enchantress,чаровнИца,ɪnˈtʃɑ:ntrɪs
enchase,оправлЯть,ɪnˈtʃeɪs
enchase,инкрустИровать,ɪnˈtʃeɪs
enchiridion,спрАвочник,ˌenkaɪəˈrɪdɪən
encipher,зашифрОвывать,enˈsaɪfə
encircle,окружАть,ɪnˈsə:kl
encirclement,окружЕние,ɪnˈsə:klmənt
encircling,грУппа,ɪnˈsə:klɪŋ
enclasp,обхвАтывать,ɪnˈklɑ:sp
enclave,территОрия,ˈenkleɪv
enclose,окружАть,ɪnˈkləuz
enclosure,огорОженное мЕсто,ɪnˈkləuʒə
enclosure,ограждЕние,ɪnˈkləuʒə
enclosure,отгорАживание,ɪnˈkləuʒə
enclosure,вложЕние,ɪnˈkləuʒə
encode,кодИровать,ɪnˈkəud
encomiast,панегирИст,enˈkəumɪæst
encompass,окружАть,ɪnˈkʌmpəs
encourage,ободрЯть,ɪnˈkʌrɪdʒ
encourage,поощрЯть,ɪnˈkʌrɪdʒ
encourage,потвОрствовать,ɪnˈkʌrɪdʒ
encouragement,ободрЕние,ɪnˈkʌrɪdʒmənt
encroach,вторгАться,ɪnˈkrəutʃ
encroach,покушАться на чужИе правА,ɪnˈkrəutʃ
encroachment,вторжЕние,ɪnˈkrəutʃmənt
encrust,инкрустИровать,ɪnˈkrʌst
encumber,загромождАть,ɪnˈkʌmbə
encumber,мешАть,ɪnˈkʌmbə
encumbrance,препЯтствие,ɪnˈkʌmbrəns
encumbrance,брЕмя,ɪnˈkʌmbrəns
encumbrancer,залогодержАтель,ɪnˈkʌmbrənsə
encyclopaedia,энциклопЕдия,enˈsaɪkləuˈpi:djə
encyclopaedic,энциклопедИческий,enˈsaɪkləuˈpi:dɪk
encyclopaedical,энциклопедИческий,enˈsaɪkləuˈpi:dɪkəl
encyclopaedist,энциклопедИст,enˈsaɪkləuˈpi:dɪst
encyclopedia,энциклопЕдия,enˈsaɪkləuˈpi:djə
encyclopedic,энциклопедИческий,enˈsaɪkləuˈpi:dɪk
encyclopedical,энциклопедИческий,enˈsaɪkləuˈpi:dɪkəl
encyclopedist,энциклопедИст,enˈsaɪkləuˈpi:dɪst
endanger,подвергАть опАсности,ɪnˈdeɪndʒə
endear,застАвить полюбИть,ɪnˈdɪə
endearment,лАска,ɪnˈdɪəmənt
endgame,Эндшпиль,ˈendgeɪm
endive,цикОрий,ˈendɪv
endless,бесчИсленный,ˈendlɪs
endocarditis,эндокардИт,ˌendəukɑ:ˈdaɪtɪs
endocrine,эндокрИнный,ˈendəukraɪn
endocrinology,эндокринолОгия,ˌendəukraɪˈnɔlədʒɪ
endogamy,эндогАмия,enˈdɔgəmɪ
endogenous,эндогЕнный,enˈdɔdʒɪnəs
endorse,распИсываться на оборОте докумЕнта,ɪnˈdɔ:s
endorse,подтверждАть,ɪnˈdɔ:s
endorsement,подтверждЕние,ɪnˈdɔ:smənt
endosperm,эндоспЕрм,ˈendəuspə:m
endow,обеспЕчивать постоЯнным дохОдом,ɪnˈdau
endowment,вклад,ɪnˈdaumənt
endowment,даровАние,ɪnˈdaumənt
endpaper,пустОй лист в начАле,ˈendˌpeɪpə
endproduct,готОвый продУкт,ˈendˌprɔdʌkt
endproduct,конЕчный продУкт,ˈendˌprɔdʌkt
endurable,переносИмый,ɪnˈdjuərəbl
endurance,прОчность,ɪnˈdjuərəns
endurance,длИтельность,ɪnˈdjuərəns
endure,выносИть,ɪnˈdjuə
endure,длИться,ɪnˈdjuə
endure,выдЕрживать испытАние врЕменем,ɪnˈdjuə
endview,концевОй вид,ˈendvju:
Eneas,римск,i:ˈni:æs
enema,клИзма,ˈenɪmə
energetic,энергИчный,ˌenəˈdʒetɪk
energetics,как,ˌenəˈdʒetɪks
energy,энЕргия,ˈenədʒɪ
enervation,слАбость,ˌenə:ˈveɪʃən
enfeeble,ослаблЯть,ɪnˈfi:bl
enfetter,закОвывать,ɪnˈfetə
enfetter,сковывать,ɪnˈfetə
enfilade,обстрЕливать продОльным огнЁм,ˌenfɪˈleɪd
enfold,завЁртывать,ɪnˈfəuld
enfold,обнимАть,ɪnˈfəuld
enforce,окАзывать давлЕние,ɪnˈfɔ:s
enforce,проводИть в жизнь,ɪnˈfɔ:s
enforceable,осуществИмый,ɪnˈfɔ:səbl
enforceable,обеспЕчиваемый применЕнием сИлы,ɪnˈfɔ:səbl
enforceable,угрОзой применИть сИлу,ɪnˈfɔ:səbl
enforcement,давлЕние,ɪnˈfɔ:smənt
